,股票名称,股票代码,所属中证行业(2016) [行业类别]1级,所属中证行业(2016) [行业类别]2级,所属中证行业(2016) [行业类别]3级,所属中证行业(2016) [行业类别]4级,股票风格分类
万泰生物,603392.SH,医药卫生,医药生物,生物科技,生物科技,成长型
新天然气,603393.SH,公用事业,公用事业,燃气,燃气,混合型
金辰股份,603396.SH,工业,资本品,电气设备,新能源设备,混合型
邦宝益智,603398.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
吉翔股份,603399.SH,原材料,原材料,有色金属,稀有金属,混合型
建霖家居,603408.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,成长型
信捷电气,603416.SH,工业,资本品,电气设备,电气部件与设备,成长型
鼎信通讯,603421.SH,电信业务,通信设备,通信设备,通信传输设备,成长型
集友股份,603429.SH,原材料,原材料,容器与包装,纸材料包装,成长型
贵州三力,603439.SH,医药卫生,医药生物,制药,中药,混合型
吉比特,603444.SH,信息技术,计算机运用,互联网服务,互联网信息服务,混合型
九洲药业,603456.SH,医药卫生,医药生物,制药,化学药,混合型
勘设股份,603458.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,混合型
风语筑,603466.SH,工业,商业服务与用品,商业服务与用品,其他商业服务,混合型
巨星农牧,603477.SH,主要消费,食品、饮料与烟草,农牧渔产品,畜牧产品,成长型
科沃斯,603486.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
展鹏科技,603488.SH,工业,资本品,机械制造,其他机械设备,混合型
八方股份,603489.SH,可选消费,耐用消费品与服装,休闲设备与用品,休闲设备与用品,成长型
恒为科技,603496.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
翔港科技,603499.SH,原材料,原材料,容器与包装,纸材料包装,混合型
祥和实业,603500.SH,工业,资本品,机械制造,铁路设备,混合型
韦尔股份,603501.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
金石资源,603505.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,成长型
南都物业,603506.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,混合型
振江股份,603507.SH,工业,资本品,电气设备,新能源设备,混合型
思维列控,603508.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
爱慕股份,603511.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
欧普照明,603515.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,价值型
淳中科技,603516.SH,信息技术,计算机及电子设备,电脑与外围设备,电脑与外围设备,成长型
绝味食品,603517.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
锦泓集团,603518.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
立霸股份,603519.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
司太立,603520.SH,医药卫生,医药生物,制药,化学药,成长型
众源新材,603527.SH,工业,资本品,电气设备,电气部件与设备,价值型
多伦科技,603528.SH,信息技术,计算机运用,软件开发,软件开发,价值型
爱玛科技,603529.SH,可选消费,零售业,其他零售,其他零售,混合型
神马电力,603530.SH,工业,资本品,电气设备,电气部件与设备,混合型
掌阅科技,603533.SH,信息技术,计算机运用,互联网服务,移动互联网信息服务,混合型
嘉诚国际,603535.SH,工业,交通运输,航空货运与物流,物流,混合型
惠发食品,603536.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,成长型
美诺华,603538.SH,医药卫生,医药生物,制药,化学药,成长型
奥普家居,603551.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,价值型
ST贵人,603555.SH,可选消费,耐用消费品与服装,纺织服装,鞋类,价值型
海兴电力,603556.SH,工业,资本品,电气设备,电气部件与设备,混合型
ST起步,603557.SH,可选消费,耐用消费品与服装,纺织服装,鞋类,价值型
健盛集团,603558.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
中通国脉,603559.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
中谷物流,603565.SH,工业,交通运输,航运,航运,混合型
普莱柯,603566.SH,医药卫生,医药生物,制药,化学药,混合型
珍宝岛,603567.SH,医药卫生,医药生物,制药,中药,价值型
伟明环保,603568.SH,工业,资本品,环保设备、工程与服务,环保服务,混合型
长久物流,603569.SH,工业,交通运输,航空货运与物流,物流,价值型
汇金通,603577.SH,工业,资本品,电气设备,电气部件与设备,成长型
三星新材,603578.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
荣泰健康,603579.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,价值型
艾艾精工,603580.SH,工业,资本品,机械制造,通用机械,混合型
捷昌驱动,603583.SH,工业,资本品,机械制造,其他机械设备,成长型
苏利股份,603585.SH,原材料,原材料,化学制品,化肥与农药,混合型
金麒麟,603586.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
地素时尚,603587.SH,可选消费,耐用消费品与服装,纺织服装,服装服饰,价值型
高能环境,603588.SH,工业,资本品,环保设备、工程与服务,环保服务,成长型
口子窖,603589.SH,主要消费,食品、饮料与烟草,饮料,白酒,价值型
康辰药业,603590.SH,医药卫生,医药生物,生物科技,生物科技,混合型
东尼电子,603595.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
伯特利,603596.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,成长型
引力传媒,603598.SH,可选消费,传媒,传媒,营销与广告,混合型
广信股份,603599.SH,原材料,原材料,化学制品,化肥与农药,价值型
永艺股份,603600.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
再升科技,603601.SH,原材料,原材料,化学制品,其他化学制品,成长型
纵横通信,603602.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
博天环境,603603.SH,工业,资本品,环保设备、工程与服务,环保工程,价值型
珀莱雅,603605.SH,主要消费,家庭与个人用品,个人用品,个人用品,成长型
东方电缆,603606.SH,工业,资本品,电气设备,电气部件与设备,混合型
京华激光,603607.SH,工业,商业服务与用品,商业服务与用品,商业印刷,混合型
天创时尚,603608.SH,可选消费,耐用消费品与服装,纺织服装,鞋类,价值型
禾丰股份,603609.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,价值型
麒盛科技,603610.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
诺力股份,603611.SH,工业,资本品,机械制造,工程机械,混合型
索通发展,603612.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
国联股份,603613.SH,信息技术,计算机运用,互联网服务,互联网信息服务,成长型
茶花股份,603615.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用器具与特殊消费品,价值型
韩建河山,603616.SH,工业,资本品,建筑产品,建筑产品,混合型
君禾股份,603617.SH,工业,资本品,机械制造,其他机械设备,混合型
杭电股份,603618.SH,工业,资本品,电气设备,电气部件与设备,混合型
中曼石油,603619.SH,能源,能源,能源开采设备与服务,石油与天然气钻井,价值型
科森科技,603626.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,价值型
清源股份,603628.SH,工业,资本品,电气设备,新能源设备,混合型
利通电子,603629.SH,可选消费,耐用消费品与服装,家庭耐用消费品,消费电子产品,混合型
拉芳家化,603630.SH,主要消费,家庭与个人用品,个人用品,个人用品,混合型
徕木股份,603633.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
南威软件,603636.SH,信息技术,计算机运用,信息技术服务,系统集成及IT咨询,混合型
镇海股份,603637.SH,工业,资本品,建筑与工程,土木工程,成长型
艾迪精密,603638.SH,工业,资本品,机械制造,工程机械,成长型
海利尔,603639.SH,原材料,原材料,化学制品,化肥与农药,成长型
畅联股份,603648.SH,工业,交通运输,航空货运与物流,物流,成长型
彤程新材,603650.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,轮胎,混合型
朗博科技,603655.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,价值型
泰禾智能,603656.SH,工业,资本品,机械制造,其他机械设备,混合型
春光科技,603657.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
安图生物,603658.SH,医药卫生,医药生物,生物科技,生物科技,混合型
璞泰来,603659.SH,工业,资本品,电气设备,新能源设备,成长型
苏州科达,603660.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
恒林股份,603661.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
柯力传感,603662.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,成长型
三祥新材,603663.SH,原材料,原材料,有色金属,稀有金属,成长型
康隆达,603665.SH,可选消费,耐用消费品与服装,纺织服装,纺织品,混合型
亿嘉和,603666.SH,工业,资本品,机械制造,其他机械设备,成长型
五洲新春,603667.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
天马科技,603668.SH,主要消费,食品、饮料与烟草,农牧渔产品,其他农产品,成长型
灵康药业,603669.SH,医药卫生,医药生物,制药,化学药,混合型
卫信康,603676.SH,医药卫生,医药生物,制药,化学药,混合型
奇精机械,603677.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,混合型
火炬电子,603678.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
华体科技,603679.SH,信息技术,计算机及电子设备,电子设备,光电子器件,混合型
今创集团,603680.SH,工业,资本品,机械制造,铁路设备,成长型
永冠新材,603681.SH,原材料,原材料,化学制品,其他化学制品,成长型
锦和商业,603682.SH,金融地产,房地产,房地产管理与服务,房地产管理与服务,混合型
晶华新材,603683.SH,原材料,原材料,化学制品,其他化学制品,成长型
晨丰科技,603685.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家用电器,成长型
龙马环卫,603686.SH,工业,资本品,机械制造,其他机械设备,混合型
大胜达,603687.SH,原材料,原材料,容器与包装,纸材料包装,成长型
石英股份,603688.SH,原材料,原材料,非金属采矿及制品,非金属采矿及制品,混合型
皖天然气,603689.SH,公用事业,公用事业,燃气,燃气,成长型
至纯科技,603690.SH,工业,资本品,机械制造,其他机械设备,成长型
江苏新能,603693.SH,公用事业,公用事业,电力,新能源发电,混合型
安记食品,603696.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
有友食品,603697.SH,主要消费,食品、饮料与烟草,包装食品与肉类,包装食品与肉类,混合型
航天工程,603698.SH,工业,资本品,机械制造,通用机械,成长型
纽威股份,603699.SH,工业,资本品,机械制造,通用机械,混合型
宁水集团,603700.SH,信息技术,计算机及电子设备,电子设备,电子设备及仪表制造商,混合型
德宏股份,603701.SH,可选消费,汽车与汽车零部件,汽车零配件与轮胎,汽车零配件,混合型
盛洋科技,603703.SH,电信业务,通信设备,通信设备,通信传输设备,混合型
东方环宇,603706.SH,公用事业,公用事业,燃气,燃气,成长型
健友股份,603707.SH,医药卫生,医药生物,制药,化学药,混合型
家家悦,603708.SH,主要消费,食品与主要用品零售,食品与主要用品零售,大卖场与超市,价值型
中源家居,603709.SH,可选消费,耐用消费品与服装,家庭耐用消费品,家庭装饰品,成长型
香飘飘,603711.SH,主要消费,食品、饮料与烟草,饮料,软饮料,混合型
七一二,603712.SH,电信业务,通信设备,通信设备,通信终端设备,成长型
密尔克卫,603713.SH,工业,交通运输,航空货运与物流,物流,成长型
塞力医疗,603716.SH,医药卫生,医疗器械与服务,医疗用品与服务提供商,医疗用品经销商,成长型
天域生态,603717.SH,工业,资本品,建筑与工程,园林工程,价值型
海利生物,603718.SH,医药卫生,医药生物,制药,化学药,混合型
